game_id,season,week,home_team,away_team,gameday,spread_line,predicted_margin,xgb_margin,ridge_margin,lgbm_margin
2018_07_NYG_ATL,2018,7,ATL,NYG,2018-10-22,5.5,4.7965503,6.046655,1.0462358,7.871528289582102
2018_08_MIA_HOU,2018,8,HOU,MIA,2018-10-25,6.5,7.856881,8.743214,5.1978836,7.814499400735054
2018_08_BAL_CAR,2018,8,CAR,BAL,2018-10-28,-1.5,3.4699183,4.1235914,1.508899,5.162466554020894
2018_08_NYJ_CHI,2018,8,CHI,NYJ,2018-10-28,7.0,9.707196,10.2736845,8.007732,6.776080700232415
2018_08_TB_CIN,2018,8,CIN,TB,2018-10-28,6.0,5.1994023,5.026792,5.717233,3.6383074802212048
2018_08_SEA_DET,2018,8,DET,SEA,2018-10-28,3.0,3.104611,3.6698225,1.4089763,1.4432565596705516
2018_08_DEN_KC,2018,8,KC,DEN,2018-10-28,10.0,11.089381,11.209945,10.727692,11.238535233481942
2018_08_WAS_NYG,2018,8,NYG,WAS,2018-10-28,-1.0,-2.2835758,-2.6132305,-1.2946117,-2.146010645363305
2018_08_CLE_PIT,2018,8,PIT,CLE,2018-10-28,7.0,7.251176,7.349784,6.955353,7.198926026299623
2018_08_IND_OAK,2018,8,OAK,IND,2018-10-28,-1.5,0.22413146,0.5148938,-0.64815545,2.723652562006849
2018_08_SF_ARI,2018,8,ARI,SF,2018-10-28,1.0,-2.1153235,-1.8543668,-2.8981936,-0.918870878512053
2018_08_GB_LA,2018,8,LA,GB,2018-10-28,9.0,8.641796,9.291517,6.6926346,8.15814827158819
2018_08_NO_MIN,2018,8,MIN,NO,2018-10-28,1.5,-0.41057384,-1.1191005,1.7150059,1.1283841534413828
2018_08_PHI_JAX,2018,8,JAX,PHI,2018-10-28,-3.0,-2.6380022,-2.7444375,-2.3186963,-0.00894652742743069
2018_08_NE_BUF,2018,8,BUF,NE,2018-10-29,-13.0,-4.3753343,-1.8653464,-11.905298,0.2817183208865217
2018_09_OAK_SF,2018,9,SF,OAK,2018-11-01,3.0,3.3848367,3.92854,1.7537268,2.3055548524774805
2018_09_PIT_BAL,2018,9,BAL,PIT,2018-11-04,3.0,0.3999678,-0.3562433,2.668601,0.6134874168368778
2018_09_CHI_BUF,2018,9,BUF,CHI,2018-11-04,-8.5,-6.1020904,-5.5245543,-7.8346996,-2.8065926348643853
2018_09_TB_CAR,2018,9,CAR,TB,2018-11-04,6.5,7.115658,6.9914474,7.48829,8.196093965297562
2018_09_KC_CLE,2018,9,CLE,KC,2018-11-04,-8.0,-6.7465553,-6.3319383,-7.990405,-3.6312696529128883
2018_09_NYJ_MIA,2018,9,MIA,NYJ,2018-11-04,3.0,1.4316535,0.7041197,3.614255,1.7060643305459462
2018_09_DET_MIN,2018,9,MIN,DET,2018-11-04,5.0,4.312563,4.5646324,3.556354,3.7861150594118755
2018_09_ATL_WAS,2018,9,WAS,ATL,2018-11-04,2.0,-1.0720687,-1.4286556,-0.0023078918,-0.9182841554216649
2018_09_HOU_DEN,2018,9,DEN,HOU,2018-11-04,2.5,-0.06821245,-0.19992414,0.32692266,0.026900828796360708
2018_09_LAC_SEA,2018,9,SEA,LAC,2018-11-04,2.0,1.9718926,1.3472409,3.8458474,0.7317059710909697
2018_09_LA_NO,2018,9,NO,LA,2018-11-04,1.0,2.1564417,2.6834419,0.5754411,2.476266480958222
