season,team,prior_qb_id,prior_qb_epa_play,prior_qb_cpoe,qb_returns,ret_qb_attempt_share,ret_rb_carry_share,ret_wrte_target_share,relocated,vacated_rush_share,vacated_target_share,ret_skill_fantasy_share,prior_epa_play,prior_success_rate,prior_points_per_drive,prior_plays,prior_pass_rate,prior_ol_sack_rate
2001,GB,00-0005106,-8.372358397102915e-05,,1.0,1.0,0.9944598337950139,0.9782082324455206,0.0,0.005540166204986097,0.021791767554479424,0.9863340331202672,-0.018840256390277,0.3996120271580989,1.8578680203045683,1031.0,0.6246362754607178,0.0537974683544303
2001,HOU,,,,,,,,0.0,,,,,,,,,
2001,IND,00-0010346,0.23091541133591761,,1.0,1.0,0.9896640826873385,0.9416846652267818,0.0,0.01033591731266148,0.05831533477321815,0.9656743739570601,0.1197001727084184,0.456973293768546,2.301675977653632,1011.0,0.5934718100890207,0.0341296928327645
2001,JAX,00-0002110,0.027637678485204834,,1.0,1.0,0.8786407766990292,0.9910714285714286,0.0,0.12135922330097082,0.008928571428571397,0.9348561026352289,0.0103743014528378,0.4194756554307116,1.93939393939394,1068.0,0.5880149812734082,0.0887772194304857
2001,KC,00-0006300,0.08439511721661,,1.0,0.9322916666666666,0.4863013698630137,0.9818181818181818,0.0,0.5136986301369864,0.018181818181818188,0.7340597758405978,-0.0032897577519344,0.4052004333694474,1.8700564971751408,923.0,0.6446370530877573,0.0551724137931034
2001,LA,00-0017200,0.2621302474109722,,1.0,1.0,1.0,0.9837587006960556,0.0,0.0,0.016241299303944357,0.9918793503480279,0.1683884447376229,0.468063872255489,2.9838709677419355,1002.0,0.6327345309381237,0.0699523052464228
2001,LAC,00-0009715,-0.21595527934458164,,1.0,0.9447322970639033,0.4444444444444444,0.9975845410628019,0.0,0.5555555555555556,0.0024154589371980784,0.7210144927536232,-0.185471013144937,0.3548740416210296,1.441025641025641,913.0,0.6527929901423878,0.0791738382099827
2001,LV,00-0005741,0.1965918109077766,,1.0,1.0,0.7814726840855107,0.7834394904458599,0.0,0.21852731591448926,0.21656050955414008,0.7824560872656854,0.094990294900202,0.4183266932270916,2.502645502645503,1004.0,0.5507968127490039,0.0546558704453441
2001,MIA,00-0005180,0.1091373239693984,,1.0,0.9976133651551312,0.9447368421052632,0.8,0.0,0.05526315789473679,0.19999999999999996,0.8723684210526317,-0.0438088377390668,0.3847926267281106,1.6795580110497237,868.0,0.5,0.0644391408114558
2001,MIN,00-0003739,0.19878963712151448,,1.0,0.9599236641221374,0.07278481012658228,0.9342723004694836,0.0,0.9272151898734178,0.06572769953051638,0.503528555298033,0.1163274058424281,0.4498416050686378,2.323863636363636,947.0,0.6071805702217529,0.0666666666666666
