player,position,team,ppg_pred,games_pred,projected_total,vor,our_overall_rank,our_pos_rank,adp_pos_rank,adp_overall_rank,value_gap,sleeper_pts_half_ppr,age,years_exp,target_ppg,target_games
TreVeyon Henderson,RB,NE,5.435137707657693,13.828200148156656,75.15817205428394,-36.14196749181687,150.0,47.0,19.0,47.0,-28.0,181.7,22.86105407255305,0,8.985714285714286,21.0
Nick Chubb,RB,HOU,7.31692766149841,10.223528531847315,74.80481871279184,-36.495320833308966,151.0,48.0,42.0,116.0,-6.0,109.1,29.68104038329911,7,4.811764705882353,17.0
Will Dissly,TE,LAC,3.6847969757977914,15.679593492905518,57.776118684396984,-36.84098147866536,152.0,33.0,332.0,1723.0,299.0,50.5,29.149897330595483,7,1.52,10.0
Theo Johnson,TE,NYG,4.015576769792414,14.35547781937209,57.64552325074083,-36.97157691232152,153.0,34.0,38.0,263.0,4.0,90.5,24.511978097193705,1,7.02,15.0
Justice Hill,RB,BAL,4.877020991344711,15.129176019176867,73.7853090272746,-37.514830518826216,154.0,49.0,70.0,206.0,21.0,71.4,27.797399041752225,6,5.470000000000001,10.0
Antonio Gibson,RB,NE,5.0569324979661525,14.512453377182826,73.38849710829447,-37.911642437806336,155.0,50.0,412.0,1738.0,362.0,41.2,27.19233401779603,5,4.44,5.0
AJ Barner,TE,SEA,3.2954970686016036,16.733724634419744,55.14594047951671,-39.471159683545636,156.0,35.0,189.0,989.0,154.0,59.6,23.33196440793977,1,6.065,20.0
Mason Taylor,TE,NYJ,3.5915224910427646,15.302163183207096,54.95806323409483,-39.65903692896752,157.0,36.0,24.0,182.0,-12.0,99.5,21.31690622861054,0,5.146153846153847,13.0
Geno Smith,QB,LV,12.756092803557383,14.469890460304251,184.5792655689507,-39.895980828878834,158.0,20.0,30.0,202.0,10.0,257.7,34.893908281998634,12,11.593333333333334,15.0
Foster Moreau,TE,NO,3.3338259571386297,16.331301101073546,54.445715524605674,-40.17138463845667,159.0,37.0,307.0,1594.0,270.0,29.5,28.32306639288159,6,0.8545454545454546,11.0
Jaylen Wright,RB,MIA,5.762978322799261,12.263241189255425,70.67279314093804,-40.62734640516277,160.0,51.0,65.0,188.0,14.0,79.4,22.420260095824776,1,4.57,10.0
Nick Westbrook-Ikhine,WR,MIA,5.89228841311969,15.564590847595577,91.7110583062362,-41.12281257592511,161.0,53.0,658.0,1631.0,605.0,72.8,28.449007529089663,5,0.96,15.0
Rashod Bateman,WR,BAL,5.780017632814543,15.621345316666533,90.29165137861744,-42.54221950354386,162.0,54.0,59.0,145.0,5.0,120.4,25.75770020533881,4,3.530769230769231,13.0
Devin Singletary,RB,NYG,5.14952233783507,13.248003141915481,68.22088811100296,-43.079251435097845,163.0,52.0,426.0,1794.0,374.0,52.6,27.99452429842573,6,5.870588235294117,17.0
Romeo Doubs,WR,GB,6.315900151479129,14.206232761111178,89.72514764784985,-43.108723234311455,164.0,55.0,72.0,177.0,17.0,108.0,25.38535249828884,3,8.111764705882353,17.0
Dawson Knox,TE,BUF,3.15423569206518,16.149428429816567,50.939103559779554,-43.67799660328279,165.0,38.0,305.0,1591.0,267.0,46.2,28.79671457905544,6,4.510526315789474,19.0
Kirk Cousins,QB,ATL,13.958375803373809,12.90594246379654,180.14599500639218,-44.32925139143734,166.0,21.0,287.0,1734.0,266.0,12.44,37.034907597535934,13,10.354,10.0
Xavier Legette,WR,CAR,5.745795266700804,15.399743089752072,88.48377095350587,-44.35009992865544,167.0,56.0,66.0,161.0,10.0,118.1,24.588637919233403,1,4.487500000000001,16.0
Marvin Mims Jr.,WR,DEN,5.775336657451616,15.22690512664017,87.94050335742293,-44.89336752473838,168.0,57.0,56.0,135.0,-1.0,128.5,23.45516769336071,2,4.5,17.0
Josh Palmer,WR,BUF,5.725576095294405,15.283412030683154,87.50633857741438,-45.327532304746924,169.0,58.0,,,,,25.94387405886379,4,3.441666666666667,12.0
