player,position,team,ppg_pred,games_pred,projected_total,vor,our_overall_rank,our_pos_rank,blend_rank,blend_pos_rank,adp_pos_rank,adp_overall_rank,value_gap,sleeper_pts_half_ppr,age,years_exp,target_ppg,target_games
Carson Steele,RB,PHI,3.4431175582591425,5.059871113017973,17.421731071760412,-97.30243847427158,363.0,117.0,,,,,,,23.91786447638604,2.0,,0.0
Nate Adkins,TE,DEN,1.0069686185717581,13.017263485093162,13.10797582916885,-97.3567897620648,364.0,84.0,,,,,,,27.148528405201915,3.0,,0.0
Josh Whyle,TE,GB,1.057251072665095,12.350083023197817,13.057138523778871,-97.40762706745478,365.0,85.0,,,,,,,26.981519507186857,3.0,,0.0
Elijah Mitchell,RB,PHI,3.4742716752542733,4.973529906021676,17.279394078521157,-97.44477546751085,366.0,118.0,,,,,,,28.33401779603012,5.0,,0.0
Xavier Restrepo,WR,TEN,3.634366426772744,6.245696649150463,22.699150213479466,-97.48055122861426,367.0,140.0,,,,,,,24.38877481177276,1.0,,0.0
George Holani,RB,SEA,2.8075997611033783,6.086073997587218,17.087259901683357,-97.63690964434865,368.0,119.0,,,,,,,26.71047227926078,2.0,,0.0
Quintin Morris,TE,JAX,0.9692478861910487,13.085375914600752,12.682972945242039,-97.78179264599162,369.0,86.0,,,,,,,27.61122518822724,4.0,,0.0
Devontez Walker,WR,BAL,2.001792009959295,11.170630895896895,22.36127967361085,-97.81842176848288,370.0,141.0,,,,,,,25.201916495550996,2.0,,0.0
Harrison Bryant,TE,SEA,0.8737282835500255,14.102483149026291,12.3217383955919,-98.14302719564176,371.0,87.0,,,,,,,28.358658453114305,6.0,,0.0
Drake Dabney,TE,GB,1.5554339923788363,7.872134634930402,12.244585803753509,-98.22017978748015,372.0,88.0,,,,,,,24.301163586584533,1.0,,0.0
Kevin Austin Jr.,WR,NO,2.1765481566052483,9.998708503428247,21.762670561569973,-98.41703088052375,373.0,142.0,,,,,,,26.42299794661191,2.0,,0.0
Jakobie Keeney-James,WR,GB,3.0736810493035875,7.032026671247516,21.61420711761088,-98.56549432448284,374.0,143.0,,,,,,,25.93018480492813,1.0,,0.0
Jelani Woods,TE,NYJ,1.059698876184561,11.001639644530371,11.658425167496347,-98.80634042373731,375.0,89.0,,,,,,,27.89596167008898,4.0,,0.0
Cole Turner,TE,MIA,1.0557657533370597,10.799627085082633,11.40187642524158,-99.06288916599208,376.0,90.0,,,,,,,26.46132785763176,4.0,,0.0
Lil'Jordan Humphrey,WR,DEN,1.9469690586145076,10.845573286032275,21.115995610840912,-99.06370583125282,377.0,144.0,,,,,,,28.369609856262837,7.0,,0.0
Tyler Scott,WR,LA,2.0755796663871386,10.13745935502844,21.04110450612311,-99.13859693597063,378.0,145.0,,,,,,,24.8870636550308,3.0,,0.0
Gage Larvadain,WR,CLE,1.7400905247646272,12.013518541218277,20.904609782658092,-99.27509165943565,379.0,146.0,,,,,,,23.66050650239562,1.0,,0.0
Teagan Quitoriano,TE,AZ,0.7928572275627654,14.080130176695507,11.16353297561763,-99.30123261561603,380.0,91.0,,,,,,,26.46406570841889,4.0,,0.0
Terrell Jennings,RB,NE,2.7267140165765626,5.644595545526829,15.391197791893633,-99.33297175413837,381.0,120.0,,,,,,,25.659137577002053,2.0,,0.0
Stone Smartt,TE,PHI,1.0101425819352323,10.718468014523268,10.827180954580736,-99.63758463665292,382.0,92.0,,,,,,,27.90965092402464,4.0,,0.0
Joe Flacco,QB,CIN,11.018320657009708,11.280337921473322,124.29038033821946,-99.67093306457305,383.0,25.0,,,,,,,41.62354551676933,15.0,,0.0
Brycen Tremayne,WR,CAR,1.4214309913533807,14.282351464871134,20.301377001569186,-99.87832444052455,384.0,147.0,,,,,,,26.78713210130048,2.0,,0.0
David Martin-Robinson,TE,TEN,0.7619900616002409,13.856710796313864,10.558675913259924,-99.90608967797374,385.0,93.0,,,,,,,26.68309377138946,2.0,,0.0
Will Mallory,TE,IND,1.229022601508606,8.562861583942478,10.523950420255089,-99.94081517097857,386.0,94.0,,,,,,,27.195071868583163,3.0,,0.0
Andrew Ogletree,TE,IND,0.7090464885702004,14.718917571566141,10.436396819673194,-100.02836877156047,387.0,95.0,,,,,,,28.095824777549623,3.0,,0.0
Johnny Wilson,WR,PHI,2.3315513021969423,8.612556760446063,20.0806179300631,-100.09908351203063,388.0,148.0,,,,,,,25.412731006160165,2.0,,0.0
Durham Smythe,TE,BAL,0.6634147821338068,15.448375139467744,10.24868042747131,-100.21608516376234,389.0,96.0,,,,,,,31.06365503080082,8.0,,0.0
Ihmir Smith-Marsette,WR,AZ,2.1871859335203534,9.113775682418497,19.933521973845597,-100.24617946824813,390.0,149.0,,,,,,,27.00889801505818,5.0,,0.0
Maurice Alexander,WR,CHI,1.8705610842414044,10.565669011401075,19.763729281702204,-100.41597216039153,391.0,150.0,,,,,,,29.639972621492127,4.0,,0.0
Rivaldo Fairweather,TE,AZ,1.3981655956563,7.1871007887142,10.048757055294452,-100.4160085359392,392.0,97.0,,,,,,,24.12046543463381,0.0,,0.0
Bryson Nesbit,TE,MIN,1.3951329730049018,7.185362354961732,10.024535944395263,-100.44022964683839,393.0,98.0,,,,,,,23.93429158110883,0.0,,0.0
Brevin Jordan,TE,HOU,0.9062137646109238,10.937521215353135,9.91173227607701,-100.55303331515665,394.0,99.0,,,,,,,26.127310061601644,5.0,,0.0
Ainias Smith,WR,CAR,2.018802113478538,9.680335127086218,19.54268101374219,-100.63702042835155,395.0,151.0,,,,,,,25.253935660506503,2.0,,0.0
Eric Saubert,TE,SEA,0.7386564295308429,13.142927768720277,9.708108099224686,-100.75665749200897,396.0,100.0,,,,,,,32.31485284052019,9.0,,0.0
Lucas Krull,TE,DEN,1.097840202034971,8.777894940719596,9.636725955161351,-100.8280396360723,397.0,101.0,,,,,,,28.142368240930868,3.0,,0.0
Jack Stoll,TE,CLE,0.6589801858612057,14.123547054436498,9.307137662952048,-101.15762792828161,398.0,102.0,,,,,,,28.591375770020534,5.0,,0.0
Skyy Moore,WR,GB,1.382795949777369,13.722869381094823,18.97592819950179,-101.20377324259194,399.0,152.0,,,,,,,25.973990417522245,4.0,,0.0
Jack Westover,RB,NE,1.1791771834631017,11.449334625833734,13.500794156617188,-101.22337538941481,400.0,121.0,,,,,,,27.23066392881588,1.0,,0.0
Nate Carter,RB,ATL,3.7181715931970274,3.6137350357987863,13.43648695544789,-101.28768259058411,401.0,122.0,,,,,,,24.279260780287476,1.0,,0.0
Feleipe Franks,TE,CAR,1.0118028504134893,8.97273116109083,9.078634964785637,-101.38613062644802,402.0,103.0,,,,,,,28.692676249144423,5.0,,0.0
Phillip Dorsett,WR,LV,1.808893838306175,10.295624128147628,18.62369104692263,-101.5560103951711,403.0,153.0,,,,,,,33.65366187542779,11.0,,0.0
Kye Robichaux,RB,DET,2.553041230267408,5.064097179343602,12.9288488929451,-101.7953206530869,404.0,123.0,,,,,,,23.904175222450377,0.0,,0.0
Anthony Firkser,TE,WAS,0.803902020555312,10.631590528439201,8.546757107528991,-101.91800848370467,405.0,104.0,,,,,,,31.53182751540041,8.0,,0.0
Anthony Tyus III,RB,CAR,2.376968346247711,5.378321134742259,12.78409909323742,-101.94007045279459,406.0,124.0,,,,,,,23.45242984257358,0.0,,0.0
Ben Yurosek,TE,MIN,0.7209080890093582,11.816212492389258,8.518403167216846,-101.94636242401681,407.0,105.0,,,,,,,24.459958932238195,1.0,,0.0
Xavier Smith,WR,LA,1.2595720629142768,14.459821493067338,18.213187187395025,-101.96651425469871,408.0,154.0,,,,,,,28.944558521560573,2.0,,0.0
Kenny McIntosh,RB,SEA,2.3409099727143325,5.404707947791435,12.651934734593384,-102.07223481143862,409.0,125.0,,,,,,,26.49691991786448,2.0,,0.0
Casey Washington,WR,ATL,1.9003613026987392,9.513376189102605,18.078851967786193,-102.10084947430754,410.0,155.0,,,,,,,25.489390828199863,2.0,,0.0
Andrew Beck,RB,NYJ,0.9117028929469901,13.71567291607331,12.504618676298717,-102.21955086973328,411.0,126.0,,,,,,,30.297056810403834,7.0,,0.0
Charlie Woerner,TE,ATL,0.5502293569219976,14.930431210666082,8.21516156361292,-102.24960402762073,412.0,106.0,,,,,,,28.876112251882272,6.0,,0.0
Sione Vaki,RB,DET,2.902666506066673,4.254081703343683,12.34818047436677,-102.37598907166523,413.0,127.0,,,,,,,25.089664613278572,2.0,,0.0
Bub Means,WR,NO,1.9160557188954317,9.207168437745263,17.64144773997533,-102.5382537021184,414.0,156.0,,,,,,,25.639972621492127,2.0,,0.0
Mike Woods,WR,DEN,2.1472253510210133,8.137153779436073,17.472302880361585,-102.70739856173215,415.0,157.0,,,,,,,26.45311430527036,4.0,,0.0
Blake Whiteheart,TE,CLE,0.5214234459108593,14.559693582350578,7.591765599115462,-102.8729999921182,416.0,107.0,,,,,,,26.444900752908968,2.0,,0.0
Cody Schrader,RB,DEN,3.0399035969457886,3.8899065443329626,11.824940895900735,-102.89922865013126,417.0,128.0,,,,,,,26.981519507186857,2.0,,0.0
K.J. Osborn,WR,TEN,1.9684372024176469,8.748970935388652,17.22179987208974,-102.957901570004,418.0,158.0,,,,,,,29.22655715263518,6.0,,0.0
Lucas Scott,RB,BAL,2.1235603183294383,5.489886236673538,11.65810456434286,-103.06606498168914,419.0,129.0,,,,,,,23.019849418206707,0.0,,0.0
Zach Horton,TE,DET,0.9870174159566893,7.263668214621795,7.169367031562743,-103.29539855967091,420.0,108.0,,,,,,,23.74811772758385,0.0,,0.0
Kalel Mullings,RB,TEN,2.903174870364225,3.928212831467153,11.404288777757738,-103.31988076827426,421.0,130.0,,,,,,,23.90965092402464,1.0,,0.0
Nick Kallerup,TE,SEA,0.6553860595144914,10.82741860265034,7.096139212704907,-103.36862637852875,422.0,109.0,,,,,,,25.43189596167009,1.0,,0.0
Jacardia Wright,RB,SEA,3.080760975401529,3.6817980744366317,11.342739827032869,-103.38142971899913,423.0,131.0,,,,,,,25.93018480492813,1.0,,0.0
Evan Hull,RB,HOU,2.1300264128060338,5.316729762902784,11.324774824734892,-103.39939472129711,424.0,132.0,,,,,,,25.848049281314168,3.0,,0.0
Mark Redman,TE,LA,1.059380836426166,6.63189410675856,7.025701525907645,-103.43906406532601,425.0,110.0,,,,,,,24.61327857631759,0.0,,0.0
Gary Brightwell,RB,CIN,2.28614179821637,4.881271244368483,11.159278220182422,-103.56489132584957,426.0,133.0,,,,,,,28.50650239561944,5.0,,0.0
Brenden Bates,TE,CLE,0.602814844887275,11.07066960608543,6.673563981390658,-103.791201609843,427.0,111.0,,,,,,,26.87748117727584,2.0,,0.0
Quez Watkins,WR,PHI,1.9679878252987217,8.304868228961748,16.343879565306878,-103.83582187678685,428.0,159.0,,,,,,,28.229979466119097,6.0,,0.0
Jabari Small,RB,DET,2.5091778424915403,4.318328081374161,10.83545313839305,-103.88871640763895,429.0,134.0,,,,,,,24.583162217659137,0.0,,0.0
Donovan Edwards,RB,MIA,2.0626144769193413,5.243727173010034,10.815787580065827,-103.90838196596617,430.0,135.0,,,,,,,23.515400410677618,0.0,,0.0
Jalin Hyatt,WR,NYG,1.6754611600223521,9.693577636271707,16.241212831234524,-103.93848861085921,431.0,160.0,,,,,,,24.933607118412045,3.0,,0.0
Brandon Johnson,WR,PIT,1.6357362893806582,9.920502029178152,16.22732517800116,-103.95237626409258,432.0,161.0,,,,,,,28.10130047912389,4.0,,0.0
Cam Grandy,TE,CIN,0.7900064658776318,8.191385369659269,6.471247406526257,-103.9935181847074,433.0,112.0,,,,,,,26.784394250513348,2.0,,0.0
Qadir Ismail,TE,CHI,1.0213792056840996,6.277025151651595,6.411222963453021,-104.05354262778064,434.0,113.0,,,,,,,26.537987679671456,0.0,,0.0
Josh Williams,RB,TB,2.879185458922615,3.6998673328329232,10.652604224635352,-104.07156532139665,435.0,136.0,,,,,,,26.22861054072553,1.0,,0.0
Jamari Thrash,WR,CLE,1.520511214017907,10.590144481569538,16.102433442296338,-104.07726799979739,436.0,162.0,,,,,,,25.700205338809035,2.0,,0.0
Brittain Brown,RB,CHI,3.243107273541365,3.2752705378542792,10.622053704130952,-104.10211584190105,437.0,137.0,,,,,,,28.892539356605067,4.0,,0.0
Quentin Skinner,WR,NYJ,2.65526227504092,6.037854961417807,16.032088501221352,-104.14761294087238,438.0,163.0,,,,,,,24.68720054757016,1.0,,0.0
Malachi Corley,WR,CLE,1.3124092510059602,12.200594457279156,16.012173033505206,-104.16752840858852,439.0,164.0,,,,,,,24.449007529089663,2.0,,0.0
Justin Shorter,TE,LV,0.7708916973582833,8.100143726463106,6.244333546139194,-104.22043204509447,440.0,114.0,,,,,,,26.37371663244353,2.0,,0.0
Jared Wiley,TE,KC,0.6624106954041769,9.423982173012366,6.242546584701687,-104.22221900653197,441.0,115.0,,,,,,,25.828884325804243,2.0,,0.0
Ben VanSumeren,RB,BUF,2.692105872805349,3.884500829911646,10.457487497122395,-104.2666820489096,442.0,138.0,,,,,,,26.324435318275157,3.0,,0.0
Zaire Mitchell-Paden,TE,NO,0.6130358106362797,10.073593771954162,6.175473724010498,-104.28929186722316,443.0,116.0,,,,,,,27.033538672142367,1.0,,0.0
Ricky White III,WR,SEA,2.3933529241285747,6.631490925822732,15.871498198649943,-104.30820324344378,444.0,165.0,,,,,,,24.566735112936342,0.0,,0.0
Beaux Collins,WR,NYG,1.877051475290569,8.445963071849537,15.853507444264839,-104.3261939978289,445.0,166.0,,,,,,,23.709787816564,1.0,,0.0
Brenden Rice,WR,GB,2.1762152310084604,7.222919569758753,15.718627580058074,-104.46107386203566,446.0,167.0,,,,,,,24.45722108145106,0.0,,0.0
Colson Yankoff,TE,WAS,0.49126657494186854,12.213426594533598,6.00004825140045,-104.46471733983321,447.0,117.0,,,,,,,26.50239561943874,2.0,,0.0
Tyler Shough,QB,NO,12.579172136365216,9.465783441184179,119.07171931221127,-104.88959409058124,448.0,26.0,89.0,20.0,20.0,150.0,-6.0,260.0,26.92676249144421,1.0,,0.0
Keleki Latu,TE,BUF,0.6582813876248461,8.144032482787805,5.361065003631377,-105.10370058760228,449.0,118.0,,,,,,,24.05201916495551,1.0,,0.0
Kendall Milton,RB,CIN,3.68915326210803,2.5934373370357005,9.567587811998017,-105.15658173403398,450.0,139.0,,,,,,,24.555783709787818,1.0,,0.0
Gunner Olszewski,WR,NYG,1.647963370342687,9.093281564352196,14.985394934264868,-105.19430650782886,451.0,168.0,,,,,,,29.763175906913077,7.0,,0.0
James Mitchell,TE,CAR,0.5099514891229344,10.167430464860889,5.1848963061096995,-105.27986928512397,452.0,119.0,,,,,,,27.05817932922656,4.0,,0.0
Lawrence Cager,TE,WAS,0.7061816302045942,7.315827447968299,5.16630295350177,-105.29846263773189,453.0,120.0,,,,,,,29.032169746748803,6.0,,0.0
Joel Wilson,TE,TEN,0.8250235833175958,6.250218845239478,5.15657794821864,-105.30818764301502,454.0,121.0,,,,,,,26.195756331279945,0.0,,0.0
Marquez Valdes-Scantling,WR,DAL,1.3374957566130252,11.07545977062098,14.813380445743832,-105.3663209963499,455.0,169.0,,,,,,,31.89322381930185,8.0,,0.0
Brock Lampe,RB,NE,1.7389606536343885,5.359855552240346,9.320577914509778,-105.40359163152222,456.0,140.0,,,,,,,23.42231348391513,0.0,,0.0
Joshua Simon,TE,ATL,0.7939416420417085,6.306590588217312,5.007064887294037,-105.45770070393962,457.0,122.0,,,,,,,25.760438056125945,0.0,,0.0
Thomas Gordon,TE,DET,0.7939416420417085,6.301681001755893,5.0031669621571115,-105.46159862907655,458.0,123.0,,,,,,,25.987679671457904,0.0,,0.0
Bryce Pierre,TE,CAR,0.7872471360732676,6.315278782476832,4.971685135009158,-105.4930804562245,459.0,124.0,,,,,,,25.598904859685145,0.0,,0.0
Tre Watson,TE,KC,0.6870217845661117,7.20551569252635,4.950346249798575,-105.51441934143509,460.0,125.0,,,,,,,23.887748117727583,0.0,,0.0
Ahmani Marshall,RB,CLE,2.0124466722028336,4.572695148121848,9.202305133835855,-105.52186441219615,461.0,141.0,,,,,,,24.449007529089663,0.0,,0.0
A.T. Perry,WR,PIT,1.7878464977093782,8.197800985728065,14.65640978125241,-105.52329166084132,462.0,170.0,,,,,,,26.85010266940452,3.0,,0.0
Jordan Watkins,WR,SF,1.8935278980593564,7.704863007150836,14.589373054765614,-105.59032838732811,463.0,171.0,,,,,,,24.542094455852155,1.0,,0.0
Jonathan Mingo,WR,DAL,1.581906891576172,9.208207912075904,14.566527555179107,-105.61317388691462,464.0,172.0,,,,,,,25.36618754277892,3.0,,0.0
Jacoby Brissett,QB,AZ,12.232759562393596,9.67242934412799,118.32050255095808,-105.64081085183443,465.0,27.0,,,28.0,212.0,1.0,160.0,33.72210814510609,10.0,,0.0
CJ Dippre,TE,NE,0.6628464030165802,7.11274544154327,4.714657731499534,-105.75010785973413,466.0,126.0,,,,,,,24.34223134839151,0.0,,0.0
Brady Russell,RB,SEA,2.150978534476866,4.153968964622224,8.935098075785495,-105.78907147024651,467.0,142.0,,,,,,,28.00273785078713,0.0,,0.0
Dante Miller,RB,NYG,2.256088354965014,3.957574617727719,8.928638008960624,-105.79553153707138,468.0,143.0,,,,,,,27.301848049281315,2.0,,0.0
Patrick Herbert,TE,JAX,0.7132732593933668,6.303758584038968,4.49630243166639,-105.96846315956726,469.0,127.0,,,,,,,25.869952087611225,0.0,,0.0
Messiah Swinson,TE,GB,0.7135216973773182,6.276875959715658,4.478687189003199,-105.98607840223046,470.0,128.0,,,,,,,26.36550308008213,0.0,,0.0
JJ Galbreath,TE,PIT,0.6936627906547086,6.407358125378631,4.4445459179742635,-106.02021967325939,471.0,129.0,,,,,,,25.073237508555785,0.0,,0.0
Jacob Saylors,RB,DET,2.2611438531011467,3.8249784165014233,8.648826434716751,-106.07534311131525,472.0,144.0,,,,,,,26.48323066392881,1.0,,0.0
Tahj Washington,WR,MIA,2.1748978769408556,6.461153455555716,14.0523489330772,-106.12735250901653,473.0,173.0,,,,,,,25.295003422313485,1.0,,0.0
Caleb Lohner,TE,DEN,0.7304556502137203,5.77342639235978,4.2172319293922165,-106.24753366184144,474.0,130.0,,,,,,,24.91718001368925,0.0,,0.0
Carter Runyon,TE,LV,0.41220023536255224,10.131689113316883,4.176284637129427,-106.28848095410423,475.0,131.0,,,,,,,25.1088295687885,1.0,,0.0
Stephen Carlson,TE,CHI,0.5558520505257025,7.389191672159362,4.107297342697226,-106.35746824853643,476.0,132.0,,,,,,,29.71937029431896,7.0,,0.0
Trey Palmer,WR,NO,1.5874891938716256,8.703252012733206,13.81631852175544,-106.3633829203383,477.0,174.0,,,,,,,25.415468856947296,3.0,,0.0
Tejhaun Palmer,WR,AZ,1.6340275259254147,8.397917327802846,13.722428074075854,-106.45727336801788,478.0,175.0,,,,,,,26.286105407255302,0.0,,0.0
Jake Briningstool,TE,KC,0.5412252019176917,7.263668214621795,3.9312802961218005,-106.53348529511186,479.0,133.0,,,,,,,23.72895277207392,0.0,,0.0
Hayden Rucci,TE,SF,0.5897502888010218,6.647774047209217,3.920526664225573,-106.54423892700808,480.0,134.0,,,,,,,25.593429158110883,1.0,,0.0
Brock Purdy,QB,SF,15.144026574432386,7.748953743343378,117.35036141323944,-106.61095198955307,481.0,28.0,68.0,18.0,13.0,104.0,-15.0,295.66,26.680355920602327,4.0,,0.0
Nikola Kalinic,TE,CHI,0.5600371734629235,6.76207009181001,3.7870106209754493,-106.6777549702582,482.0,135.0,,,,,,,29.60985626283368,4.0,,0.0
Jordan Waters,RB,LA,2.111773413913287,3.8002019756480685,8.02516549967434,-106.69900404635766,483.0,145.0,,,,,,,25.70294318959617,0.0,,0.0
Chris Manhertz,TE,NYG,0.2635147535029567,14.163647949894008,3.732330198218978,-106.73243539301468,484.0,136.0,,,,,,,34.392881587953454,10.0,,0.0
Amar Johnson,RB,LAC,2.651340004911365,2.997739939934837,7.948027827069825,-106.77614171896218,485.0,146.0,,,,,,,23.58384668035592,1.0,,0.0
LaJohntay Wester,WR,BAL,1.1706600959319915,11.42499396114565,13.37478452657719,-106.80491691551654,486.0,176.0,,,,,,,24.42710472279261,1.0,,0.0
Sean McKeon,TE,IND,0.5002408079362106,7.300708517132885,3.6521123271173286,-106.81265326411634,487.0,137.0,,,,,,,28.67624914442163,6.0,,0.0
Thomas Fidone II,TE,NYG,0.6379132521035067,5.629018312128419,3.5908253776400323,-106.87394021359363,488.0,138.0,,,,,,,23.94798083504449,1.0,,0.0
Moliki Matavao,TE,NO,0.4279255665513342,7.880027782491473,3.372065353262917,-107.09270023797075,489.0,139.0,,,,,,,23.460643394934976,1.0,,0.0
Bryson Green,WR,AZ,2.274660934359447,5.712408713140473,12.993792940875155,-107.18590850121858,490.0,177.0,,,,,,,23.67145790554415,0.0,,0.0
Joaquin Davis,WR,MIN,2.3246499306344623,5.564518973705986,12.93555864623977,-107.24414279585396,491.0,178.0,,,,,,,24.03832991101985,0.0,,0.0
Junior Bergen,WR,SF,1.9288322689412591,6.689864535558861,12.903626591031662,-107.27607485106206,492.0,179.0,,,,,,,23.85763175906913,0.0,,0.0
Jared Wayne,WR,HOU,1.918766956262842,6.7141616055294575,12.882911427698593,-107.29679001439514,493.0,180.0,,,,,,,25.90006844626968,1.0,,0.0
Jaheim Bell,TE,PIT,0.48937029127198706,6.280675660286234,3.073576077259154,-107.39118951397451,494.0,140.0,,,,,,,25.21560574948665,2.0,,0.0
Jordan Mims,RB,SF,2.0313800079470274,3.534219146378426,7.179342117656744,-107.54482742837526,495.0,147.0,,,,,,,27.211498973305957,3.0,,0.0
Jalen Brooks,WR,AZ,1.6737097050359848,7.544587284354967,12.627448958315993,-107.55225248377774,496.0,181.0,,,,,,,26.31895961670089,3.0,,0.0
Carlos Washington,RB,MIA,1.7992100967726534,3.982267705864448,7.164936264442986,-107.55923328158902,497.0,148.0,,,,,,,27.68240930869268,0.0,,0.0
KeAndre Lambert-Smith,WR,LAC,1.235105284430238,10.175913511245097,12.568324551643878,-107.61137689044985,498.0,182.0,,,,,,,24.876112251882272,1.0,,0.0
Mason Tipton,WR,NO,1.0695839022201108,11.735060402444589,12.551631698035386,-107.62806974405834,499.0,183.0,,,,,,,25.927446954141,2.0,,0.0
Chris Collier,RB,LV,1.8573077044564137,3.816838798946918,7.089044107952276,-107.63512543807973,500.0,149.0,,,,,,,26.439425051334705,2.0,,0.0
Cornelius Johnson,WR,BAL,2.1877438206951316,5.658234301711093,12.378767129613676,-107.80093431248005,501.0,184.0,,,,,,,25.75496235455168,0.0,,0.0
Phil Mafah,RB,DAL,4.983409760539412,1.3879492815628787,6.9167199968741135,-107.8074495491579,502.0,150.0,,,,,,,23.854893908282,1.0,,0.0
Max Hurleman,RB,PIT,1.725853093451311,3.952105313615249,6.820753181148241,-107.90341636488375,503.0,151.0,,,,,,,24.867898699520875,0.0,,0.0
Shedrick Jackson,WR,LV,1.8106569447156948,6.746504153236278,12.215604597610545,-107.96409684448318,504.0,185.0,,,,,,,26.86652977412731,3.0,,0.0
Jalen Royals,WR,KC,1.3390255447196653,9.11163478604238,12.200711732667049,-107.97898970942668,505.0,186.0,,,,,,,23.534565366187543,1.0,,0.0
E.J. Jenkins,TE,PHI,0.41819242604213747,5.909000757648237,2.4710993623257447,-107.99366622890791,506.0,141.0,,,,,,,27.82751540041068,2.0,,0.0
Ko Kieft,TE,TB,0.3076241981090704,7.986253905193774,2.4567649534806666,-108.00800063775299,507.0,142.0,,,,,,,28.61327857631759,4.0,,0.0
Treyton Welch,TE,NO,0.3888985546633652,6.315278782476832,2.4560027908014566,-108.0087628004322,508.0,143.0,,,,,,,25.639972621492127,0.0,,0.0
Patrick Ricard,RB,NYG,1.6172908232245053,4.132719674117713,6.683809603909944,-108.04035994212205,509.0,152.0,,,,,,,32.26557152635181,0.0,,0.0
Austin Trammell,WR,JAX,1.5536694202219903,7.722881982951826,11.998805572895618,-108.18089586919811,510.0,187.0,,,,,,,28.161533196440796,4.0,,0.0
Devin Culp,TE,TB,0.2708947180222232,8.349307184575341,2.261783215446459,-108.2029823757872,511.0,144.0,,,,,,,26.57905544147844,2.0,,0.0
Alec Ingold,RB,LAC,1.5545799416247836,4.1643223439244315,6.473771986324825,-108.25039755970718,512.0,153.0,,,,,,,30.14647501711157,0.0,,0.0
Princeton Fant,TE,DAL,0.39795413772663046,5.542521882434467,2.2056695165551887,-108.25909607467847,513.0,145.0,,,,,,,27.477070499657767,2.0,,0.0
Laquon Treadwell,WR,IND,1.4147537214150967,8.371096005769727,11.843039226485773,-108.33666221560796,514.0,188.0,,,,,,,31.21697467488022,10.0,,0.0
Connor Heyward,RB,LV,0.5021968858636212,12.548867620808565,6.3020022402848905,-108.42216730574711,515.0,154.0,,,,,,,27.60848733744011,4.0,,0.0
JP Richardson,WR,CHI,2.2884813651898566,5.132541927657668,11.745726557500198,-108.43397488459354,516.0,189.0,,,,,,,24.4435318275154,0.0,,0.0
Kameron Johnson,WR,TB,1.0248430235409907,11.404035002965276,11.687345713006223,-108.4923557290875,517.0,190.0,,,,,,,24.459958932238195,2.0,,0.0
Colton Dowell,WR,SF,1.69789688957224,6.829419904745463,11.595650813850066,-108.58405062824366,518.0,191.0,,,,,,,27.370294318959616,3.0,,0.0
Ronnie Rivers,RB,LA,1.2262322001362609,4.970129847302739,6.094533257620936,-108.62963628841106,519.0,155.0,,,,,,,27.58384668035592,4.0,,0.0
Reggie Gilliam,RB,NE,1.4363505173488667,4.242971879133756,6.0943948536904635,-108.62977469234154,520.0,156.0,,,,,,,29.032169746748803,0.0,,0.0
Dylan Laube,RB,LV,1.2810752782027546,4.739190197621027,6.071259400873124,-108.65291014515887,521.0,157.0,,,,,,,26.715947980835043,2.0,,0.0
Lan Larison,RB,NE,1.544238319034648,3.9163441625373387,6.047768726317816,-108.67640081971419,522.0,158.0,,,,,,,24.88980150581793,0.0,,0.0
Simi Fehoko,WR,AZ,1.4746662653867424,7.766628944155179,11.453185699721896,-108.72651574237183,523.0,192.0,,,,,,,28.82135523613963,4.0,,0.0
Jake Bobo,WR,SEA,1.0423002735738245,10.86713395101778,11.326816690109228,-108.8528847519845,524.0,193.0,,,,,,,28.076659822039694,3.0,,0.0
Ronnie Bell,WR,NO,1.7775214832251058,6.3663445291431495,11.316314170164569,-108.86338727192916,525.0,194.0,,,,,,,26.5927446954141,3.0,,0.0
Ulysses Bentley IV,RB,IND,2.2020108248244217,2.5639742339395717,5.645899017705841,-109.07827052832616,526.0,159.0,,,,,,,25.67008898015058,1.0,,0.0
Michael Bandy,WR,DEN,1.7000328471576451,6.519724611935398,11.083745994712308,-109.09595544738143,527.0,195.0,,,,,,,28.739219712525667,5.0,,0.0
Dylan Drummond,WR,ATL,1.3372942256224918,8.174709122975553,10.93199130629871,-109.24771013579502,528.0,196.0,,,,,,,26.622861054072555,1.0,,0.0
Brayden Willis,TE,SF,0.20091785527020534,6.04222407642727,1.2139907024977643,-109.25077488873589,529.0,146.0,,,,,,,26.806297056810404,3.0,,0.0
Jordan Moore,WR,CIN,2.0691071764602773,5.236545663917001,10.834974213072615,-109.34472722902112,530.0,197.0,,,,,,,24.372347707049965,0.0,,0.0
Brandon Smith,WR,PIT,1.0743586650961725,9.937790749564783,10.676751603707512,-109.50294983838621,531.0,198.0,,,,,,,27.72621492128679,0.0,,0.0
Jackson Meeks,WR,DET,1.8137424163266112,5.867509575061058,10.642150994490772,-109.53755044760295,532.0,199.0,,,,,,,23.44147843942505,0.0,,0.0
Eric Gray,RB,NYG,1.0159334717315032,4.944964044437715,5.023754489253063,-109.70041505677894,533.0,160.0,,,,,,,26.82546201232033,3.0,,0.0
Xavier Weaver,WR,AZ,1.0293047394580737,10.10690218465631,10.403082319905899,-109.77661912218784,534.0,200.0,,,,,,,25.88637919233402,2.0,,0.0
